"성씨, 본관별",행정구역별(시도),2015 년
정일,인천광역시,78
정일,광주광역시,19
정일,대전광역시,15
정일,울산광역시,31
정일,경기도,304
정일,강원도,38
정일,충청북도,32
정일,충청남도,40
정일,전라북도,39
정일,전라남도,42
정일,경상북도,48
정일,경상남도,100
정주,전국,2301
정주,서울특별시,543
정주,부산광역시,48
정주,대구광역시,27
정주,인천광역시,245
정주,광주광역시,5
정주,대전광역시,62
정주,울산광역시,10
정주,세종특별자치시,9
정주,경기도,874
정주,강원도,88
정주,충청북도,77
정주,충청남도,204
정주,전라북도,26
정주,전라남도,16
정주,경상북도,37
정주,경상남도,23
정주,제주특별자치도,7
조천,전국,3929
조천,서울특별시,729
조천,부산광역시,474
조천,대구광역시,306
조천,인천광역시,237
조천,광주광역시,29
조천,대전광역시,98
조천,울산광역시,174
조천,세종특별자치시,13
조천,경기도,797
조천,강원도,191
조천,충청북도,75
조천,충청남도,76
조천,전라북도,60
조천,전라남도,39
조천,경상북도,318
조천,경상남도,302
조천,제주특별자치도,11
진양,전국,127279
진양,서울특별시,15272
진양,부산광역시,28503
진양,대구광역시,4508
진양,인천광역시,2762
진양,광주광역시,766
진양,대전광역시,1436
진양,울산광역시,4318
진양,세종특별자치시,241
진양,경기도,15449
진양,강원도,1053
진양,충청북도,1002
진양,충청남도,1558
진양,전라북도,1126
진양,전라남도,2452
진양,경상북도,3496
진양,경상남도,42870
진양,제주특별자치도,467
진주,전국,197242
진주,서울특별시,41096
진주,부산광역시,13839
진주,대구광역시,3192
진주,인천광역시,9670
진주,광주광역시,15102
진주,대전광역시,6761
진주,울산광역시,2678
진주,세종특별자치시,1012
진주,경기도,44628
진주,강원도,2689
진주,충청북도,3964
진주,충청남도,7592
진주,전라북도,9785
진주,전라남도,14591
진주,경상북도,3573
진주,경상남도,15969
진주,제주특별자치도,1101
청산,전국,4527
청산,서울특별시,904
청산,부산광역시,85
청산,대구광역시,28
청산,인천광역시,245
청산,광주광역시,20
청산,대전광역시,87
청산,울산광역시,33
청산,세종특별자치시,6
청산,경기도,1339
청산,강원도,1114
청산,충청북도,87
청산,충청남도,97
청산,전라북도,319
청산,전라남도,24
청산,경상북도,44
청산,경상남도,87
청산,제주특별자치도,8
청주,전국,46419
청주,서울특별시,8532
청주,부산광역시,2607
청주,대구광역시,5845
청주,인천광역시,2663
청주,광주광역시,115
청주,대전광역시,903
청주,울산광역시,1156
청주,세종특별자치시,120
청주,경기도,10598
청주,강원도,1273
청주,충청북도,1223
청주,충청남도,1084
청주,전라북도,266
청주,전라남도,279
청주,경상북도,7110
청주,경상남도,1724
청주,제주특별자치도,921
초계,전국,104155
초계,서울특별시,19443
초계,부산광역시,9278
초계,대구광역시,5175
초계,인천광역시,5160
초계,광주광역시,2572
초계,대전광역시,1553
초계,울산광역시,2042
초계,세종특별자치시,273
초계,경기도,25987
초계,강원도,6791
초계,충청북도,4787
초계,충청남도,2232
초계,전라북도,1963
초계,전라남도,1977
초계,경상북도,3918
초계,경상남도,10700
초계,제주특별자치도,304
팔계,전국,17366
팔계,서울특별시,1909
팔계,부산광역시,3633
팔계,대구광역시,2031
팔계,인천광역시,361
팔계,광주광역시,36
팔계,대전광역시,222
팔계,울산광역시,700
팔계,세종특별자치시,45
팔계,경기도,2036
팔계,강원도,164
팔계,충청북도,108
팔계,충청남도,214
팔계,전라북도,112
팔계,전라남도,102
팔계,경상북도,799
팔계,경상남도,4848
팔계,제주특별자치도,46
하동,전국,187152
하동,서울특별시,41574
하동,부산광역시,8382
하동,대구광역시,2280
하동,인천광역시,12122
하동,광주광역시,18224
하동,대전광역시,7480
하동,울산광역시,1852
하동,세종특별자치시,734
하동,경기도,48913
하동,강원도,3214
하동,충청북도,6396
하동,충청남도,6555
하동,전라북도,5088
하동,전라남도,13364
하동,경상북도,2511
하동,경상남도,7259
하동,제주특별자치도,1204
함평,전국,6338
함평,서울특별시,1402
함평,부산광역시,70
함평,대구광역시,35
함평,인천광역시,827
함평,광주광역시,13
함평,대전광역시,318
함평,울산광역시,25
함평,세종특별자치시,37
함평,경기도,1598
함평,강원도,90
함평,충청북도,72
함평,충청남도,1649
함평,전라북도,46
함평,전라남도,22
함평,경상북도,49
함평,경상남도,65
함평,제주특별자치도,20
해주,전국,45101
해주,서울특별시,9179
해주,부산광역시,3824
해주,대구광역시,986
해주,인천광역시,3932
해주,광주광역시,712
해주,대전광역시,914
해주,울산광역시,679
해주,세종특별자치시,127
해주,경기도,12747
해주,강원도,788
해주,충청북도,1031
해주,충청남도,1805
해주,전라북도,1047
해주,전라남도,1087
해주,경상북도,1061
해주,경상남도,4986
해주,제주특별자치도,196
기타,전국,27145
기타,서울특별시,6170
기타,부산광역시,1754
기타,대구광역시,895
기타,인천광역시,1818
기타,광주광역시,516
기타,대전광역시,690
기타,울산광역시,421
기타,세종특별자치시,87
기타,경기도,7767
기타,강원도,872
기타,충청북도,777
기타,충청남도,1023
기타,전라북도,748
기타,전라남도,780
기타,경상북도,1052
기타,경상남도,1631
기타,제주특별자치도,171
제(諸),전국,21976
제(諸),서울특별시,2592
제(諸),부산광역시,4301
제(諸),대구광역시,1202
제(諸),인천광역시,500
제(諸),광주광역시,303
제(諸),대전광역시,325
제(諸),울산광역시,594
제(諸),세종특별자치시,35
제(諸),경기도,2923
제(諸),강원도,166
제(諸),충청북도,255
제(諸),충청남도,284
제(諸),전라북도,303
제(諸),전라남도,600
제(諸),경상북도,773
제(諸),경상남도,6710
제(諸),제주특별자치도,110
칠원,전국,20095
칠원,서울특별시,2255
칠원,부산광역시,4101
칠원,대구광역시,1100
칠원,인천광역시,434
칠원,광주광역시,239
칠원,대전광역시,288
칠원,울산광역시,557
칠원,세종특별자치시,30
칠원,경기도,2541
칠원,강원도,134
칠원,충청북도,216
칠원,충청남도,252
칠원,전라북도,257
칠원,전라남도,492
칠원,경상북도,695
칠원,경상남도,6407
칠원,제주특별자치도,97
기타,전국,1881
기타,서울특별시,337
기타,부산광역시,200
기타,대구광역시,102
기타,인천광역시,66
기타,광주광역시,64
기타,대전광역시,37
기타,울산광역시,37
기타,세종특별자치시,5
기타,경기도,382
기타,강원도,32
기타,충청북도,39
기타,충청남도,32
기타,전라북도,46
기타,전라남도,108
기타,경상북도,78
기타,경상남도,303
기타,제주특별자치도,13
제갈(諸葛),전국,5655
제갈(諸葛),서울특별시,837
제갈(諸葛),부산광역시,331
제갈(諸葛),대구광역시,1390
제갈(諸葛),인천광역시,180
제갈(諸葛),광주광역시,147
제갈(諸葛),대전광역시,139
제갈(諸葛),울산광역시,146
제갈(諸葛),세종특별자치시,7
제갈(諸葛),경기도,1106
제갈(諸葛),강원도,106
제갈(諸葛),충청북도,68
제갈(諸葛),충청남도,107
제갈(諸葛),전라북도,94
제갈(諸葛),전라남도,244
제갈(諸葛),경상북도,459
제갈(諸葛),경상남도,282
제갈(諸葛),제주특별자치도,12
남양,전국,4506
남양,서울특별시,668
남양,부산광역시,239
남양,대구광역시,1186
남양,인천광역시,152
남양,광주광역시,96
남양,대전광역시,123
남양,울산광역시,110
남양,세종특별자치시,6
남양,경기도,919
남양,강원도,87
남양,충청북도,55
남양,충청남도,91
남양,전라북도,78
남양,전라남도,152
남양,경상북도,312
남양,경상남도,222
남양,제주특별자치도,10
기타,전국,1149
기타,서울특별시,169
기타,부산광역시,92
기타,대구광역시,204
기타,인천광역시,28
기타,광주광역시,51
기타,대전광역시,16
기타,울산광역시,36
기타,세종특별자치시,0
기타,경기도,187
기타,강원도,19
기타,충청북도,13
기타,충청남도,16
기타,전라북도,16
기타,전라남도,92
기타,경상북도,147
기타,경상남도,60
기타,제주특별자치도,0
조(曺),전국,398260
조(曺),서울특별시,73956
조(曺),부산광역시,33124
조(曺),대구광역시,23288
조(曺),인천광역시,18842
조(曺),광주광역시,22880
조(曺),대전광역시,10136
조(曺),울산광역시,8116
조(曺),세종특별자치시,1176
조(曺),경기도,86469
조(曺),강원도,9525
조(曺),충청북도,8770
조(曺),충청남도,12751
조(曺),전라북도,11428
조(曺),전라남도,19770
조(曺),경상북도,19725
조(曺),경상남도,36252
조(曺),제주특별자치도,2052
창녕,전국,366798
창녕,서울특별시,66188
창녕,부산광역시,31795
창녕,대구광역시,22000
창녕,인천광역시,16040
창녕,광주광역시,21098
창녕,대전광역시,9201
창녕,울산광역시,7716
창녕,세종특별자치시,1095
창녕,경기도,78248
창녕,강원도,8850
창녕,충청북도,8232
창녕,충청남도,11716
창녕,전라북도,10691
창녕,전라남도,18660
창녕,경상북도,18462
창녕,경상남도,34907
창녕,제주특별자치도,1899
창령,전국,9837
창령,서울특별시,2554
창령,부산광역시,205
창령,대구광역시,99
창령,인천광역시,1599
창령,광주광역시,698
창령,대전광역시,313
창령,울산광역시,47
창령,세종특별자치시,39
창령,경기도,2855
창령,강원도,116
창령,충청북도,143
창령,충청남도,346
창령,전라북도,178
창령,전라남도,290
창령,경상북도,143
창령,경상남도,170
창령,제주특별자치도,42
창영,전국,12924
창영,서울특별시,3802
창영,부산광역시,307
창영,대구광역시,274
창영,인천광역시,766
창영,광주광역시,920
창영,대전광역시,465
창영,울산광역시,94
창영,세종특별자치시,36
창영,경기도,3593
창영,강원도,324
창영,충청북도,230
창영,충청남도,435
창영,전라북도,305
창영,전라남도,593
창영,경상북도,359
창영,경상남도,363
창영,제주특별자치도,58
창원,전국,1185
창원,서울특별시,188
창원,부산광역시,128
창원,대구광역시,30
창원,인천광역시,87
창원,광주광역시,20
창원,대전광역시,28
창원,울산광역시,52
창원,경기도,251
창원,강원도,15
창원,충청북도,23
창원,충청남도,83
창원,전라북도,59
창원,전라남도,32
창원,경상북도,38
창원,경상남도,141
창원,제주특별자치도,9
하성,전국,1525
하성,서울특별시,126
하성,부산광역시,78
하성,대구광역시,511
하성,인천광역시,36
하성,광주광역시,5
하성,대전광역시,19
하성,울산광역시,100
하성,경기도,146
하성,강원도,30
하성,충청북도,16
하성,충청남도,26
하성,전라남도,6
하성,경상북도,393
하성,경상남도,29
기타,전국,5991
기타,서울특별시,1098
기타,부산광역시,611
기타,대구광역시,374
기타,인천광역시,314
기타,광주광역시,139
기타,대전광역시,110
기타,울산광역시,107
기타,세종특별자치시,6
기타,경기도,1376
기타,강원도,190
기타,충청북도,126
기타,충청남도,145
기타,전라북도,195
기타,전라남도,189
기타,경상북도,330
기타,경상남도,642
기타,제주특별자치도,44
조(趙),전국,1055567
조(趙),서울특별시,215998
조(趙),부산광역시,63307
조(趙),대구광역시,39716
조(趙),인천광역시,67616
조(趙),광주광역시,26858
조(趙),대전광역시,33554
조(趙),울산광역시,18891
조(趙),세종특별자치시,4087
조(趙),경기도,273759
조(趙),강원도,28855
조(趙),충청북도,35286
조(趙),충청남도,50627
조(趙),전라북도,40011
조(趙),전라남도,37234
조(趙),경상북도,44318
조(趙),경상남도,66667
조(趙),제주특별자치도,8783
김제,전국,19249
김제,서울특별시,4829
김제,부산광역시,321
김제,대구광역시,113
김제,인천광역시,962
김제,광주광역시,371
김제,대전광역시,566
김제,울산광역시,155
김제,세종특별자치시,63
김제,경기도,4660
김제,강원도,216
김제,충청북도,199
김제,충청남도,488
김제,전라북도,5421
김제,전라남도,378
김제,경상북도,184
김제,경상남도,241
김제,제주특별자치도,82
남원,전국,1266
남원,서울특별시,139
남원,부산광역시,87
남원,대구광역시,17
남원,인천광역시,46
남원,광주광역시,21
남원,대전광역시,17
남원,울산광역시,26
남원,경기도,147
남원,강원도,10
남원,충청북도,17
남원,충청남도,10
남원,전라북도,20
남원,전라남도,28
남원,경상북도,25
남원,경상남도,36
남원,제주특별자치도,618
밀양,전국,1124
밀양,서울특별시,290
밀양,부산광역시,36
밀양,대구광역시,46
밀양,인천광역시,137
밀양,광주광역시,20
밀양,대전광역시,12
밀양,울산광역시,11
밀양,경기도,349
밀양,강원도,37
밀양,충청북도,29
밀양,충청남도,41
밀양,전라북도,36
밀양,전라남도,14
밀양,경상북도,29
밀양,경상남도,32
백천,전국,75978
백천,서울특별시,18802
백천,부산광역시,1828
백천,대구광역시,914
백천,인천광역시,11028
백천,광주광역시,293
백천,대전광역시,3405
백천,울산광역시,585
백천,세종특별자치시,327
백천,경기도,25817
백천,강원도,2760
백천,충청북도,2538
백천,충청남도,3551
백천,전라북도,998
백천,전라남도,435
백천,경상북도,1260
백천,경상남도,1141
백천,제주특별자치도,296
순창,전국,34069
순창,서울특별시,7300
순창,부산광역시,1148
순창,대구광역시,317
순창,인천광역시,1851
순창,광주광역시,2336
순창,대전광역시,731
순창,울산광역시,335
순창,세종특별자치시,100
순창,경기도,8877
순창,강원도,530
순창,충청북도,2429
순창,충청남도,887
순창,전라북도,1339
순창,전라남도,4603
순창,경상북도,396
순창,경상남도,733
순창,제주특별자치도,157
양주,전국,29631
양주,서울특별시,7190
양주,부산광역시,578
양주,대구광역시,508
양주,인천광역시,1860
양주,광주광역시,273
양주,대전광역시,1865
양주,울산광역시,186
양주,세종특별자치시,187
양주,경기도,8631
양주,강원도,624
양주,충청북도,1130
양주,충청남도,2920
양주,전라북도,2019
양주,전라남도,404
양주,경상북도,806
양주,경상남도,377
양주,제주특별자치도,73
옥천,전국,53406
옥천,서울특별시,12169
옥천,부산광역시,2098
옥천,대구광역시,391
옥천,인천광역시,2966
옥천,광주광역시,5235
옥천,대전광역시,831
옥천,울산광역시,453
옥천,세종특별자치시,152
옥천,경기도,12778
옥천,강원도,469
옥천,충청북도,509
옥천,충청남도,1083
옥천,전라북도,4926
옥천,전라남도,7444
옥천,경상북도,484
옥천,경상남도,1194
옥천,제주특별자치도,224
임천,전국,14258
임천,서울특별시,3458
임천,부산광역시,484
임천,대구광역시,164
임천,인천광역시,971
임천,광주광역시,72
임천,대전광역시,856
임천,울산광역시,94
임천,세종특별자치시,67
임천,경기도,4373
임천,강원도,197
임천,충청북도,1027
임천,충청남도,882
임천,전라북도,818
임천,전라남도,73
임천,경상북도,171
임천,경상남도,508
임천,제주특별자치도,43
직산,전국,4360
직산,서울특별시,1246
직산,부산광역시,50
직산,대구광역시,19
직산,인천광역시,509
직산,광주광역시,95
직산,대전광역시,73
직산,울산광역시,15
직산,세종특별자치시,12
직산,경기도,1575
직산,강원도,83
직산,충청북도,162
직산,충청남도,184
직산,전라북도,173
직산,전라남도,45
직산,경상북도,40
직산,경상남도,66
직산,제주특별자치도,13
평산,전국,3348
평산,서울특별시,727
평산,부산광역시,87
평산,대구광역시,30
평산,인천광역시,139
평산,광주광역시,35
평산,대전광역시,109
평산,울산광역시,29
평산,세종특별자치시,7
평산,경기도,763
평산,강원도,23
평산,충청북도,26
평산,충청남도,96
평산,전라북도,1157
평산,전라남도,34
평산,경상북도,20
평산,경상남도,48
평산,제주특별자치도,18
평양,전국,50480
평양,서울특별시,10710
평양,부산광역시,1205
평양,대구광역시,416
평양,인천광역시,5368
평양,광주광역시,149
평양,대전광역시,2195
평양,울산광역시,326
평양,세종특별자치시,295
평양,경기도,16628
평양,강원도,800
평양,충청북도,2904
평양,충청남도,6499
평양,전라북도,1138
평양,전라남도,177
평양,경상북도,622
평양,경상남도,919
평양,제주특별자치도,129
풍양,전국,124262
풍양,서울특별시,28737
풍양,부산광역시,3343
풍양,대구광역시,3334
풍양,인천광역시,7551
풍양,광주광역시,1740
풍양,대전광역시,6697
풍양,울산광역시,1056
풍양,세종특별자치시,589
풍양,경기도,37895
풍양,강원도,5657
풍양,충청북도,4317
풍양,충청남도,8657
풍양,전라북도,5336
풍양,전라남도,1794
풍양,경상북도,4646
풍양,경상남도,2180
풍양,제주특별자치도,733
한양,전국,332580
한양,서울특별시,74481
한양,부산광역시,9110
한양,대구광역시,7985
한양,인천광역시,22977
한양,광주광역시,12122
한양,대전광역시,10346
한양,울산광역시,3943
한양,세종특별자치시,1553
한양,경기도,99304
한양,강원도,12230
한양,충청북도,14361
한양,충청남도,18532
한양,전라북도,10227
한양,전라남도,13021
한양,경상북도,11542
한양,경상남도,6261
한양,제주특별자치도,4585
함안,전국,282890
함안,서울특별시,39935
함안,부산광역시,41356
함안,대구광역시,24469
함안,인천광역시,9277
함안,광주광역시,3564
함안,대전광역시,5091
함안,울산광역시,11189
함안,세종특별자치시,655
함안,경기도,44337
함안,강원도,3316
함안,충청북도,4708
함안,충청남도,5567
함안,전라북도,5469
함안,전라남도,8151
함안,경상북도,22519
함안,경상남도,51728
함안,제주특별자치도,1559
함양,전국,2189
함양,서울특별시,309
함양,부산광역시,207
함양,대구광역시,194
함양,인천광역시,96
함양,광주광역시,55
함양,대전광역시,61
함양,울산광역시,68
함양,세종특별자치시,7
함양,경기도,425
함양,강원도,54
함양,충청북도,71
함양,충청남도,43
함양,전라북도,92
함양,전라남도,68
함양,경상북도,262
함양,경상남도,166
함양,제주특별자치도,11
횡성,전국,6685
횡성,서울특별시,1230
횡성,부산광역시,302
횡성,대구광역시,299
횡성,인천광역시,314
횡성,광주광역시,17
횡성,대전광역시,142
횡성,울산광역시,127
횡성,세종특별자치시,18
횡성,경기도,1625
횡성,강원도,1287
횡성,충청북도,304
횡성,충청남도,158
횡성,전라북도,26
횡성,전라남도,18
횡성,경상북도,636
횡성,경상남도,153
횡성,제주특별자치도,29
기타,전국,19792
기타,서울특별시,4446
기타,부산광역시,1067
기타,대구광역시,500
기타,인천광역시,1564
기타,광주광역시,460
기타,대전광역시,557
기타,울산광역시,293
기타,세종특별자치시,55
기타,경기도,5575
기타,강원도,562
기타,충청북도,555
기타,충청남도,1029
기타,전라북도,816
기타,전라남도,547
기타,경상북도,676
기타,경상남도,884
기타,제주특별자치도,213
좌(左),전국,3378
좌(左),서울특별시,457
좌(左),부산광역시,170
좌(左),대구광역시,12
좌(左),인천광역시,52
좌(左),광주광역시,19
좌(左),대전광역시,35
좌(左),울산광역시,38
좌(左),경기도,384
좌(左),강원도,32
좌(左),충청북도,21
좌(左),충청남도,35
좌(左),전라북도,26
좌(左),전라남도,17
좌(左),경상북도,75
좌(左),경상남도,53
좌(左),제주특별자치도,1948
청주,전국,3280
청주,서울특별시,445
청주,부산광역시,165
청주,대구광역시,12
청주,인천광역시,52
청주,광주광역시,19
청주,대전광역시,29
청주,울산광역시,37
청주,경기도,365
청주,강원도,32
청주,충청북도,21
청주,충청남도,34
청주,전라북도,26
청주,전라남도,14
청주,경상북도,65
청주,경상남도,46
청주,제주특별자치도,1914
기타,전국,98
기타,서울특별시,12
기타,부산광역시,5
기타,대전광역시,6
기타,울산광역시,0
기타,경기도,19
기타,충청남도,0
기타,전라남도,0
기타,경상북도,10
기타,경상남도,7
기타,제주특별자치도,34
주(周),전국,37240
주(周),서울특별시,6676
주(周),부산광역시,3573
주(周),대구광역시,1210
주(周),인천광역시,1931
주(周),광주광역시,1261
주(周),대전광역시,1785
주(周),울산광역시,688
주(周),세종특별자치시,148
주(周),경기도,7701
주(周),강원도,579
주(周),충청북도,1769
주(周),충청남도,1416
주(周),전라북도,866
주(周),전라남도,1116
주(周),경상북도,963
주(周),경상남도,5376
주(周),제주특별자치도,182
상주,전국,22909
상주,서울특별시,3990
상주,부산광역시,3140
상주,대구광역시,981
상주,인천광역시,1013
상주,광주광역시,789
상주,대전광역시,384
상주,울산광역시,565
상주,세종특별자치시,48
상주,경기도,4122
상주,강원도,300
상주,충청북도,215
상주,충청남도,428
상주,전라북도,500
상주,전라남도,746
상주,경상북도,643
상주,경상남도,4928
상주,제주특별자치도,117
철원,전국,3160
철원,서울특별시,743
철원,부산광역시,67
철원,대구광역시,17
철원,인천광역시,226
철원,광주광역시,391
철원,대전광역시,87
철원,울산광역시,19
철원,세종특별자치시,17
철원,경기도,884
철원,강원도,35
철원,충청북도,39
철원,충청남도,61
철원,전라북도,175
철원,전라남도,301
철원,경상북도,33
철원,경상남도,52
철원,제주특별자치도,13
초계,전국,8713
초계,서울특별시,1476
초계,부산광역시,193
초계,대구광역시,126
초계,인천광역시,482
초계,광주광역시,32
초계,대전광역시,1202
초계,울산광역시,46
초계,세종특별자치시,78
초계,경기도,2075
초계,강원도,184
초계,충청북도,1422
초계,충청남도,863
초계,전라북도,119
초계,전라남도,41
초계,경상북도,168
초계,경상남도,186
초계,제주특별자치도,20
기타,전국,2458
기타,서울특별시,467
기타,부산광역시,173
기타,대구광역시,86
기타,인천광역시,210
기타,광주광역시,49
기타,대전광역시,112
기타,울산광역시,58
기타,세종특별자치시,5
기타,경기도,620
기타,강원도,60
기타,충청북도,93
기타,충청남도,64
기타,전라북도,72
기타,전라남도,28
기타,경상북도,119
기타,경상남도,210
기타,제주특별자치도,32
주(朱),전국,194766
주(朱),서울특별시,37968
주(朱),부산광역시,14613
주(朱),대구광역시,6254
주(朱),인천광역시,11356
주(朱),광주광역시,7670
주(朱),대전광역시,4681
주(朱),울산광역시,4357
주(朱),세종특별자치시,532
주(朱),경기도,46354
주(朱),강원도,5672
주(朱),충청북도,3851
주(朱),충청남도,7361
주(朱),전라북도,7352
주(朱),전라남도,12991
주(朱),경상북도,8501
주(朱),경상남도,14193
주(朱),제주특별자치도,1060
나주,전국,1308
나주,서울특별시,237
나주,부산광역시,60
나주,대구광역시,9
나주,인천광역시,288
나주,대전광역시,28
나주,울산광역시,38
나주,세종특별자치시,7
나주,경기도,351
나주,강원도,11
나주,충청북도,13
나주,충청남도,132
나주,전라북도,22
나주,전라남도,21
나주,경상북도,28
나주,경상남도,52
나주,제주특별자치도,7
능성,전국,14362
능성,서울특별시,3128
능성,부산광역시,487
능성,대구광역시,428
능성,인천광역시,936
능성,광주광역시,252
능성,대전광역시,414
능성,울산광역시,214
능성,세종특별자치시,36
능성,경기도,4351
능성,강원도,387
능성,충청북도,462
능성,충청남도,1044
능성,전라북도,915
능성,전라남도,309
능성,경상북도,574
능성,경상남도,394
능성,제주특별자치도,31
능주,전국,20625
능주,서울특별시,4138
능주,부산광역시,1227
능주,대구광역시,392
능주,인천광역시,1184
능주,광주광역시,782
능주,대전광역시,654
능주,울산광역시,413
능주,세종특별자치시,92
능주,경기도,5476
능주,강원도,358
능주,충청북도,531
능주,충청남도,823
능주,전라북도,1953
능주,전라남도,1147
능주,경상북도,532
능주,경상남도,814
능주,제주특별자치도,109
신안,전국,148207
신안,서울특별시,28494
신안,부산광역시,11881
신안,대구광역시,4965
신안,인천광역시,8245
신안,광주광역시,6525
신안,대전광역시,3363
신안,울산광역시,3399
신안,세종특별자치시,373
신안,경기도,33663
신안,강원도,4607
신안,충청북도,2608
신안,충청남도,4990
신안,전라북도,4140
신안,전라남도,11289
신안,경상북도,6702
신안,경상남도,12143
신안,제주특별자치도,820
웅천,전국,2359
웅천,서울특별시,354
웅천,부산광역시,437
웅천,대구광역시,213
웅천,인천광역시,62
웅천,광주광역시,5
웅천,대전광역시,37
웅천,울산광역시,106
웅천,경기도,360
웅천,강원도,38
웅천,충청북도,20
웅천,충청남도,36
웅천,전라북도,12
웅천,전라남도,8
웅천,경상북도,297
웅천,경상남도,357
웅천,제주특별자치도,14
기타,전국,7905
기타,서울특별시,1617
기타,부산광역시,521
기타,대구광역시,247
기타,인천광역시,641
기타,광주광역시,106
기타,대전광역시,185
기타,울산광역시,187
기타,세종특별자치시,24
기타,경기도,2153
기타,강원도,271
기타,충청북도,217
기타,충청남도,336
기타,전라북도,310
기타,전라남도,217
기타,경상북도,368
기타,경상남도,433
기타,제주특별자치도,79
지(智),전국,6070
지(智),서울특별시,1266
지(智),부산광역시,165
지(智),대구광역시,59
지(智),인천광역시,336
지(智),광주광역시,32
지(智),대전광역시,101
지(智),울산광역시,103
지(智),세종특별자치시,39
지(智),경기도,2072
지(智),강원도,791
지(智),충청북도,648
지(智),충청남도,166
지(智),전라북도,34
지(智),전라남도,31
지(智),경상북도,105
지(智),경상남도,100
지(智),제주특별자치도,22
봉산,전국,5751
봉산,서울특별시,1200
봉산,부산광역시,149
봉산,대구광역시,57
봉산,인천광역시,312
봉산,광주광역시,31
봉산,대전광역시,95
봉산,울산광역시,101
봉산,세종특별자치시,38
봉산,경기도,1966
봉산,강원도,758
봉산,충청북도,623
봉산,충청남도,159
봉산,전라북도,28
봉산,전라남도,29
봉산,경상북도,90
봉산,경상남도,94
봉산,제주특별자치도,21
기타,전국,319
기타,서울특별시,66
기타,부산광역시,16
기타,대구광역시,0
기타,인천광역시,24
기타,광주광역시,0
기타,대전광역시,6
기타,울산광역시,0
기타,세종특별자치시,0
기타,경기도,106
기타,강원도,33
기타,충청북도,25
기타,충청남도,7
기타,전라북도,6
기타,전라남도,0
기타,경상북도,15
기타,경상남도,6
기타,제주특별자치도,0
지(池),전국,153491
지(池),서울특별시,29798
지(池),부산광역시,8119
지(池),대구광역시,5201
지(池),인천광역시,9905
지(池),광주광역시,3047
지(池),대전광역시,4718
지(池),울산광역시,3172
지(池),세종특별자치시,534
지(池),경기도,41422
지(池),강원도,7107
지(池),충청북도,8639
지(池),충청남도,8141
지(池),전라북도,3228
지(池),전라남도,4128
지(池),경상북도,7403
지(池),경상남도,7495
지(池),제주특별자치도,1434
단양,전국,1601
단양,서울특별시,329
단양,부산광역시,61
단양,대구광역시,52
단양,인천광역시,91
단양,광주광역시,10
단양,대전광역시,27
단양,울산광역시,27
단양,경기도,424
단양,강원도,326
단양,충청북도,63
단양,충청남도,31
단양,전라북도,7
단양,전라남도,10
단양,경상북도,117
단양,경상남도,16
단양,제주특별자치도,8
청주,전국,1017
청주,서울특별시,227
청주,부산광역시,72
청주,대구광역시,45
청주,인천광역시,111
청주,광주광역시,19
청주,대전광역시,19
청주,울산광역시,20
청주,경기도,239
청주,강원도,37
청주,충청북도,15
청주,충청남도,33
청주,전라북도,18
청주,전라남도,17
청주,경상북도,66
청주,경상남도,72
청주,제주특별자치도,7
충주,전국,148144
충주,서울특별시,28675
충주,부산광역시,7822
충주,대구광역시,5001
충주,인천광역시,9531
충주,광주광역시,2971
충주,대전광역시,4571
충주,울산광역시,3098
충주,세종특별자치시,525
충주,경기도,40000
충주,강원도,6633
충주,충청북도,8451
충주,충청남도,7962
충주,전라북도,3130
충주,전라남도,4009
충주,경상북도,7102
충주,경상남도,7284
충주,제주특별자치도,1379
기타,전국,2729
기타,서울특별시,567
기타,부산광역시,164
기타,대구광역시,103
기타,인천광역시,172
기타,광주광역시,47
기타,대전광역시,101
기타,울산광역시,27
기타,세종특별자치시,9
기타,경기도,759
기타,강원도,111
기타,충청북도,110
기타,충청남도,115
기타,전라북도,73
기타,전라남도,92
기타,경상북도,118
기타,경상남도,123
기타,제주특별자치도,40
진(晋),전국,7566
진(晋),서울특별시,1758
진(晋),부산광역시,268
진(晋),대구광역시,104
진(晋),인천광역시,423
진(晋),광주광역시,218
진(晋),대전광역시,137
진(晋),울산광역시,58
진(晋),세종특별자치시,23
진(晋),경기도,1920
진(晋),강원도,48
진(晋),충청북도,79
진(晋),충청남도,191
진(晋),전라북도,1740
진(晋),전라남도,235
진(晋),경상북도,142
진(晋),경상남도,183
진(晋),제주특별자치도,39
남원,전국,7128
남원,서울특별시,1685
남원,부산광역시,233
남원,대구광역시,85
남원,인천광역시,399
남원,광주광역시,218
남원,대전광역시,123
남원,울산광역시,53
남원,세종특별자치시,23
남원,경기도,1808
남원,강원도,45
남원,충청북도,69
남원,충청남도,176
남원,전라북도,1683
남원,전라남도,222
남원,경상북도,123
남원,경상남도,153
남원,제주특별자치도,30
기타,전국,438
기타,서울특별시,73
기타,부산광역시,35
기타,대구광역시,19
기타,인천광역시,24
기타,대전광역시,14
기타,울산광역시,5
기타,경기도,112
기타,강원도,0
기타,충청북도,10
기타,충청남도,15
기타,전라북도,57
기타,전라남도,13
기타,경상북도,19
기타,경상남도,30
기타,제주특별자치도,9
진(秦),전국,19301
진(秦),서울특별시,3665
진(秦),부산광역시,965
진(秦),대구광역시,1002
진(秦),인천광역시,1076
진(秦),광주광역시,89
